Index|Drug ID|Drug Name|Section LOINC|Section Display Name|MedDRA PT|PT ID|MedDRA LLT|LLT ID|Matching String|UMLS CUI|UMLS PrefName|Flag 1|Flag 2
012487|de03bd69-2dca-459c-93b4-541fd3e9571c|Onfi|43685-7|WARNINGS AND PRECAUTIONS|Suicidal behaviour|10065604|Suicidal behavior|10065607|suicidal behavior|C1760428|Suicidal behavior||
012488|de03bd69-2dca-459c-93b4-541fd3e9571c|Onfi|43685-7|WARNINGS AND PRECAUTIONS|Suicidal ideation|10042458|Suicidal ideation|10042458|suicidal thinking|C0424000|Feeling suicidal (finding)||DrugClass
012489|de03bd69-2dca-459c-93b4-541fd3e9571c|Onfi|43685-7|WARNINGS AND PRECAUTIONS|Toxic epidermal necrolysis|10044223|TEN|10043221|ten|C0014518|Toxic Epidermal Necrolysis||
012490|de03bd69-2dca-459c-93b4-541fd3e9571c|Onfi|43685-7|WARNINGS AND PRECAUTIONS|Toxic epidermal necrolysis|10044223|Toxic epidermal necrolysis|10044223|toxic epidermal necrolysis|C0014518|Toxic Epidermal Necrolysis||
012491|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34066-1|BOXED WARNINGS|Bronchospasm|10006482|Bronchospasm|10006482|bronchospasm|C0006266|Bronchial Spasm||
012492|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34066-1|BOXED WARNINGS|Death|10011906|Death|10011906|deaths|C1306577|Death (finding)||
012493|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34066-1|BOXED WARNINGS|Erythema|10015150|Erythema|10015150|erythema|C0041834|Erythema||
012494|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34066-1|BOXED WARNINGS|Hypersensitivity|10020751|Hypersensitivity reaction|10020756|hypersensitivity reactions|C0020517|Hypersensitivity||
012495|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34066-1|BOXED WARNINGS|Hypersensitivity|10020751|Hypersensitivity|10020751|hypersensitivity|C0020517|Hypersensitivity||
012496|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34066-1|BOXED WARNINGS|Hypotension|10021097|Hypotension|10021097|hypotension|C0020649|Hypotension||
012497|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34066-1|BOXED WARNINGS|Neutropenia|10029354|Neutropenia|10029354|neutropenia|C0027947|Neutropenia||
012498|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34066-1|BOXED WARNINGS|Rash generalised|10037858|Generalized rash|10049201|generalized rash|C0497365|Rash generalised||
012499|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Abdominal pain|10000081|Abdominal pain|10000081|abdominal pain|C0000737|Abdominal Pain||
012500|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Alanine aminotransferase increased|10001551|ALT increased|10001845|increased alt|C0151905|Alanine aminotransferase increased||
012501|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Alopecia|10001760|Alopecia|10001760|alopecia|C0002170|Alopecia||
012502|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Anaemia|10002034|Anemia|10002272|anemia|C0002871|Anemia||
012503|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Arrhythmia|10003119|Arrhythmia|10003119|arrhythmia|C0003811|Cardiac Arrhythmia||
012504|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Arthralgia|10003239|Arthralgia|10003239|arthralgia|C0003862|Arthralgia||
012505|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Aspartate aminotransferase increased|10003481|AST increased|10003544|increased ast|C0151904|Aspartate aminotransferase increased||
012506|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Asthenia|10003549|Asthenia|10003549|asthenia|C0004093|Asthenia||
012507|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Back pain|10003988|Back pain|10003988|back pain|C0004604|Back Pain||
012508|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Blood bilirubin increased|10005364|Bilirubin increased|10004690|increased bilirubin|C0311468|Increased bilirubin level (finding)||
012509|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Bone marrow failure|10065553|Myelosuppression|10028584|bone marrow suppression|C0854467|Myelosuppression||
012510|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Cerebral haemorrhage|10008111|Cerebral hemorrhage|10008114|cerebral hemorrhage|C2937358|Cerebral Hemorrhage||
012511|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Constipation|10010774|Constipation|10010774|constipation|C0009806|Constipation||
012512|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Cough|10011224|Cough|10011224|cough|C0010200|Coughing||
012513|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Death|10011906|Death|10011906|fatal|C1306577|Death (finding)||
012514|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Decreased appetite|10061428|Anorexia|10002646|anorexia|C0003123|Anorexia||
012515|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Dehydration|10012174|Dehydration|10012174|dehydration|C0011175|Dehydration||
012516|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Diarrhoea|10012735|Diarrhea|10012727|diarrhea|C0011991|Diarrhea||
012517|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Dizziness|10013573|Dizziness|10013573|dizziness|C0012833|Dizziness||
012518|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Dysgeusia|10013911|Dysgeusia|10013911|dysgeusia|C0013378|Dysgeusia||
012519|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Dyspepsia|10013946|Dyspepsia|10013946|dyspepsia|C0013395|Dyspepsia||
012520|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Dyspnoea|10013968|Dyspnea|10013963|dyspnea|C0013404|Dyspnea||
012521|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Dysuria|10013990|Dysuria|10013990|dysuria|C0013428|Dysuria||
012522|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Fatigue|10016256|Fatigue|10016256|fatigue|C0015672|Fatigue||
012523|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Febrile neutropenia|10016288|Febrile neutropenia|10016288|febrile neutropenia|C0746883|Febrile Neutropenia||
012524|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Gastritis|10017853|Gastritis|10017853|gastritis|C0017152|Gastritis||
012525|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Gastrointestinal disorder|10017944|Gastrointestinal symptom NOS|10018011|gastrointestinal adverse reactions|C0426576|Gastrointestinal symptom||
012526|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Haematology test abnormal|10057755|Hematology test abnormal|10057760|hematologic abnormalities|C0475182|Hematology finding abnormal||
012527|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Haematuria|10018867|Hematuria|10019450|hematuria|C0018965|Hematuria||
012528|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Headache|10019211|Headache|10019211|headache|C0018681|Headache||
012529|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Hypersensitivity|10020751|Hypersensitivity reaction|10020756|hypersensitivity reactions|C0020517|Hypersensitivity||
012530|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Hypotension|10021097|Hypotension|10021097|hypotension|C0020649|Hypotension||
012531|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Infection|10021789|Infection|10021789|infectious adverse events|C1556682|Adverse Event Associated with Infection||
012532|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Intestinal obstruction|10022687|Intestinal obstruction|10022687|intestinal obstruction|C0021843|Intestinal Obstruction||
012533|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Leukopenia|10024384|Leukopenia|10024384|leukopenia|C0023530|Leukopenia||
012534|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Maternal drugs affecting foetus|10026923|Drug toxicity NEC affecting foetus|10013750|embryo-fetal toxicity|C0270009|Fetal or neonatal effect of toxic substance transmitted via placenta and/or breast milk||
012535|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Mucosal inflammation|10028116|Mucosal inflammation|10028116|mucosal inflammation|C0333355|Inflammatory disease of mucous membrane||
012536|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Muscle spasms|10028334|Muscle spasms|10028334|muscle spasms|C0037763|Spasm||
012537|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Nausea|10028813|Nausea|10028813|nausea|C0027497|Nausea||
012538|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Neuropathy peripheral|10029331|Neuropathy peripheral|10029331|peripheral neuropathy|C0031117|Peripheral Neuropathy||
012539|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Neutropenia|10029354|Neutropenia|10029354|neutropenia|C0027947|Neutropenia||
012540|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Oedema peripheral|10030124|Peripheral edema|10034570|peripheral edema|C0085649|Peripheral edema||
012541|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Pain|10033371|Pain|10033371|pain|C0030193|Pain||
012542|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Pyrexia|10037660|Pyrexia|10037660|pyrexia|C0015967|Fever||
012543|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Renal failure|10038435|Renal failure|10038435|renal failure|C0035078|Kidney Failure||
012544|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Sepsis|10040047|Sepsis|10040047|sepsis|C0243026|Sepsis||
012545|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Septic shock|10040070|Septic shock|10040070|septic shock|C0036983|Septic Shock||
012546|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Thrombocytopenia|10043554|Thrombocytopenia|10043554|thrombocytopenia|C0040034|Thrombocytopenia||
012547|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Urinary tract infection|10046571|Urinary tract infection|10046571|urinary tract infection|C0042029|Urinary tract infection||
012548|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Ventricular fibrillation|10047290|Ventricular fibrillation|10047290|ventricular fibrillation|C0042510|Ventricular Fibrillation||
012549|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Vomiting|10047700|Vomiting|10047700|vomiting|C0042963|Vomiting||
012550|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|34084-4|ADVERSE REACTIONS|Weight decreased|10047895|Weight decreased|10047895|weight decreased|C1262477|Weight decreased||
012551|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Abortion|10000210|Abortion|10000210|abortifacient|C0156543|Unspecified Abortion||Animal
012552|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Anaemia|10002034|Anemia|10002272|anemia|C0002871|Anemia||
012553|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Bone marrow failure|10065553|Myelosuppression|10028584|bone marrow suppression|C0854467|Myelosuppression||
012554|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Bronchospasm|10006482|Bronchospasm|10006482|bronchospasm|C0006266|Bronchial Spasm||
012555|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Death|10011906|Death|10011906|mortality|C1306577|Death (finding)||
012556|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Dehydration|10012174|Dehydration|10012174|dehydration|C0011175|Dehydration||
012557|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Diarrhoea|10012735|Diarrhea|10012727|diarrhea|C0011991|Diarrhea||
012558|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Electrolyte imbalance|10014418|Electrolyte imbalance|10014418|electrolyte imbalance|C0342579|Electrolyte imbalance||
012559|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Enterocolitis|10014893|Enterocolitis|10014893|enterocolitis|C0014356|Enterocolitis||
012560|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Erythema|10015150|Erythema|10015150|erythema|C0041834|Erythema||
012561|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Febrile neutropenia|10016288|Febrile neutropenia|10016288|febrile neutropenia|C0746883|Febrile Neutropenia||
012562|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Foetal damage|10016852|Fetal damage|10054743|fetal harm|C0854268|Foetal damage||
012563|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Gastrointestinal disorder|10017944|Gastrointestinal disorder|10017944|gastrointestinal disorders|C0017178|Gastrointestinal Diseases||
012564|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Gastrointestinal haemorrhage|10017955|Gastrointestinal hemorrhage|10017960|gastrointestinal hemorrhage|C0017181|Gastrointestinal Hemorrhage||
012565|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Gastrointestinal perforation|10018001|Gastrointestinal perforation|10018001|perforation gastrointestinal|C0151664|Gastrointestinal perforation||
012566|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Hypersensitivity|10020751|Hypersensitivity reaction|10020756|hypersensitivity reactions|C0020517|Hypersensitivity||
012567|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Hypersensitivity|10020751|Hypersensitivity|10020751|hypersensitivity|C0020517|Hypersensitivity||
012568|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Hypotension|10021097|Hypotension|10021097|hypotension|C0020649|Hypotension||
012569|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Ileus|10021328|Ileus|10021328|ileus|C1258215|Ileus||
012570|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Infection|10021789|Infection|10021789|infectious adverse events|C1556682|Adverse Event Associated with Infection||
012571|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Liver disorder|10024670|Hepatic impairment|10052254|hepatic impairment|C0948807|Hepatic impairment||
012572|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Maternal drugs affecting foetus|10026923|Drug toxicity NEC affecting foetus|10013750|fetotoxic|C0270009|Fetal or neonatal effect of toxic substance transmitted via placenta and/or breast milk||Animal
012573|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Nausea|10028813|Nausea|10028813|nausea|C0027497|Nausea||
012574|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Neutropenia|10029354|Neutropenia|10029354|neutropenia|C0027947|Neutropenia||
012575|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Neutropenic colitis|10062959|Neutropenic enterocolitis|10029359|neutropenic enterocolitis|C0343387|Enterocolitis, Neutropenic||
012576|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Neutropenic infection|10059482|Neutropenic infection|10059482|neutropenic infections|C1167779|Neutropenic infection||
012577|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Obstructive uropathy|10029984|Obstructive uropathy|10029984|obstructive uropathy|C0178879|Urinary tract obstruction||
012578|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Pancytopenia|10033661|Pancytopenia|10033661|pancytopenia|C0030312|Pancytopenia||
012579|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Rash generalised|10037858|Generalized rash|10049201|generalized rash|C0497365|Rash generalised||
012580|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Renal failure|10038435|Renal failure|10038435|renal failure|C0035078|Kidney Failure||
012581|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Sepsis|10040047|Sepsis|10040047|sepsis|C0243026|Sepsis||
012582|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Septic shock|10040070|Septic shock|10040070|septic shock|C0036983|Septic Shock||
012583|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Thrombocytopenia|10043554|Thrombocytopenia|10043554|thrombocytopenia|C0040034|Thrombocytopenia||
012584|de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa|Jevtana|43685-7|WARNINGS AND PRECAUTIONS|Vomiting|10047700|Vomiting|10047700|vomiting|C0042963|Vomiting||
012585|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34066-1|BOXED WARNINGS|Death|10011906|Death|10011906|fatal|C1306577|Death (finding)||
012586|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34066-1|BOXED WARNINGS|Hepatic failure|10019663|Hepatic failure|10019663|hepatic failure|C0085605|Liver Failure||
012587|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34066-1|BOXED WARNINGS|Hepatitis B|10019731|Hepatitis B reactivation|10058827|hbv reactivation|C1142420|Hepatitis B reactivation||
012588|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34066-1|BOXED WARNINGS|Hepatitis fulminant|10019772|Hepatitis fulminant|10019772|fulminant hepatitis|C0302809|Fulminant hepatitis||
012589|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34066-1|BOXED WARNINGS|Progressive multifocal leukoencephalopathy|10036807|Progressive multifocal leukoencephalopathy|10036807|progressive multifocal leukoencephalopathy|C0023524|Leukoencephalopathy, Progressive Multifocal||
012590|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Alanine aminotransferase increased|10001551|ALT increased|10001845|alt increased|C0151905|Alanine aminotransferase increased||
012591|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Alanine aminotransferase increased|10001551|SGPT increased|10040526|sgpt increased|C0151905|Alanine aminotransferase increased||
012592|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Anaemia|10002034|Anemia|10002272|anemia|C0002871|Anemia||
012593|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Aspartate aminotransferase increased|10003481|AST increased|10003544|ast increased|C0151904|Aspartate aminotransferase increased||
012594|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Aspartate aminotransferase increased|10003481|SGOT increased|10040524|sgot increased|C0151904|Aspartate aminotransferase increased||
012595|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Back pain|10003988|Back pain|10003988|back pain|C0004604|Back Pain||
012596|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Blood alkaline phosphatase increased|10059570|Alkaline phosphatase increased|10001675|alkaline phosphatase increased|C0151849|Alkaline phosphatase raised||
012597|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Blood creatinine increased|10005483|Creatinine increased|10011368|creatinine increased|C0151578|Creatinine increased||
012598|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Cardiovascular symptom|10075534|Cardiovascular symptom|10075534|cardiac events|C0741923|cardiac event||
012599|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Constipation|10010774|Constipation|10010774|constipation|C0009806|Constipation||
012600|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Cough|10011224|Cough|10011224|cough|C0010200|Coughing||
012601|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Death|10011906|Death|10011906|fatal|C1306577|Death (finding)||
012602|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Diarrhoea|10012735|Diarrhea|10012727|diarrhea|C0011991|Diarrhea||
012603|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Haemorrhage|10055798|Hemorrhage|10019524|hemorrhagic events|C0019080|Hemorrhage||
012604|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Hepatic enzyme increased|10060795|Elevated liver enzymes|10014481|elevations in liver enzymes|C0235996|Elevated liver enzymes||
012605|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Hepatic enzyme increased|10060795|Hepatic enzyme increased|10060795|hepatic enzyme elevations|C0235996|Elevated liver enzymes||
012606|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Hepatitis B|10019731|Hepatitis B reactivation|10058827|hepatitis b reactivation|C1142420|Hepatitis B reactivation||
012607|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Hepatotoxicity|10019851|Hepatotoxic effect|10019850|hepatotoxicity adverse events|C0235378|Hepatotoxicity||
012608|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Hyperkalaemia|10020646|Hyperkalemia|10020647|hyperkalemia|C0020461|Hyperkalemia||
012609|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Hypoalbuminaemia|10020942|Hypoalbuminemia|10020943|hypoalbuminemia|C0239981|Hypoalbuminemia||
012610|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Hypocalcaemia|10020947|Hypocalcemia|10020949|hypocalcemia|C0020598|Hypocalcemia||
012611|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Hypokalaemia|10021015|Hypokalemia|10021018|hypokalemia|C0020621|Hypokalemia||
012612|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Hyponatraemia|10021036|Hyponatremia|10021038|hyponatremia|C0020625|Hyponatremia||
012613|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Infection|10021789|Infection|10021789|infection|C3714514|Infection||
012614|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Infusion related reaction|10051792|Infusion related reaction|10051792|infusion reactions|C0948715|Infusion related reaction||
012615|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Leukopenia|10024384|Leukopenia|10024384|leukopenia|C0023530|Leukopenia||
012616|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Lymphopenia|10025327|Lymphopenia|10025327|lymphopenia|C0024312|Lymphopenia||
012617|df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda|Gazyva|34084-4|ADVERSE REACTIONS|Musculoskeletal disorder|10048592|Musculoskeletal disorder|10048592|adverse events related to musculoskeletal disorders|C0026857|Musculoskeletal Diseases||
