,application_number,brand_name,generic_name,is_original_packager,manufacturer_name,nui,original_packager_product_ndc,package_ndc,pharm_class_cs,pharm_class_epc,pharm_class_moa,pharm_class_pe,product_ndc,product_type,route,rxcui,rxcui_brandname,rxcui_ingredient,spl_id,spl_set_id,substance_name,unii,upc
4735,NDA020657,SPORANOX,ITRACONAZOLE,[True],"JANSSEN PHARMACEUTICALS, INC.","['N0000008217', 'N0000182141', 'N0000175487', 'N0000185503']",[],['50458-295-15'],['Azoles [Chemical/Ingredient]'],['Azole Antifungal [EPC]'],"['P-Glycoprotein Inhibitors [MoA]', 'Cytochrome P450 3A4 Inhibitors [MoA]']",[],['50458-295'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['348506', '152854']",202826,28031,CD0EDEBC-1D6E-4B94-AA08-6829F6E60DC9,AE50721D-EE15-4EE7-9FE7-AFD98C56461B,['ITRACONAZOLE'],['304NUG5GF4'],[]
5463,NDA207958,SPRITAM,LEVETIRACETAM,[True],"APRECIA PHARMACEUTICALS, LLC",['N0000008486'],[],"['43485-102-01', '43485-104-01', '43485-104-60', '43485-103-60', '43485-101-01', '43485-102-60', '43485-101-60', '43485-103-01']",[],[],[],['Decreased Central Nervous System Disorganized Electrical Activity [PE]'],"['43485-103', '43485-102', '43485-101', '43485-104']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['1736051', '1736050', '1736044', '1736045', '1736048', '1736053', '1736037', '1736047']",1736038,114477,CDC90B78-589C-49B1-81CE-BD23F68BFE7D,BE651C31-383F-11E4-916C-0800200C9A66,['LEVETIRACETAM'],['44YRR34555'],[]
1105,NDA022382,SPRIX,KETOROLAC TROMETHAMINE,[],"H.J. HARKINS COMPANY, INC.",[],['0517-8880'],['76519-1017-1'],[],[],[],[],['76519-1017'],HUMAN PRESCRIPTION DRUG,['NASAL'],"['1797855', '1797857']",992421,28200,70EE2244-DE89-4C89-8A23-B23D2843F281,09A80EE7-274A-4F96-8B42-480436896050,['KETOROLAC TROMETHAMINE'],['4EVE5946BQ'],[]
604,NDA021986,SPRYCEL,DASATINIB,[],"PHYSICIANS TOTAL CARE, INC.",[],['0003-0524'],['54868-5759-0'],[],[],[],[],['54868-5759'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['643177', '643109']",643170,475342,FA3F43FA-FF9A-49AE-9127-3A141AF355D4,0E7F054C-7A27-4192-BD1C-6115D8BE858F,['DASATINIB'],['RBZ1571X5H'],[]
1082,NDA018578,SSD,SILVER SULFADIAZINE,[],STAT RX USA LLC,"['N0000175503', 'N0000008048']",['49884-600'],"['16590-206-25', '16590-206-50', '16590-206-44']",['Sulfonamides [Chemical/Ingredient]'],['Sulfonamide Antibacterial [EPC]'],[],[],['16590-206'],HUMAN PRESCRIPTION DRUG,['TOPICAL'],"['106351', '208185']",219770,9793,074E18FC-9828-407A-A28D-C640707C80E7,32439EC0-8C55-4984-AA26-08A913A6E46A,['SILVER SULFADIAZINE'],['W46JY43EJR'],[]
3177,NDA018578,SSD CREAM,SILVER SULFADIAZINE,[True],DR REDDYS LABORATORIES INC,"['N0000175503', 'N0000008048']",[],"['43598-210-25', '43598-210-85', '43598-210-55', '43598-210-40', '43598-210-50']",['Sulfonamides [Chemical/Ingredient]'],['Sulfonamide Antibacterial [EPC]'],[],[],['43598-210'],HUMAN PRESCRIPTION DRUG,['TOPICAL'],"['106351', '208185']",219770,9793,1B9EAFB8-74A8-595A-9822-F8FED0A5C542,30D6DC33-E457-466B-9159-D8E7CD791820,['SILVER SULFADIAZINE'],['W46JY43EJR'],['0343598210551']
5353,NDA021204,STARLIX,NATEGLINIDE,[True],NOVARTIS PHARMACEUTICALS CORPORATION,"['N0000175428', 'N0000175448']",[],"['0078-0352-05', '0078-0351-05']",[],['Glinide [EPC]'],['Potassium Channel Antagonists [MoA]'],[],"['0078-0352', '0078-0351']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['284529', '284530', '311919', '314142']",402943,274332,778B42D2-8DFE-4D76-A16B-C354ECBEDF31,5CBDA9BC-3C0D-4D75-A37A-994844680C8C,['NATEGLINIDE'],['41X3PWK4O2'],[]
1071,NDA200179,STAXYN,VARDENAFIL HYDROCHLORIDE,[],"PHYSICIANS TOTAL CARE, INC.",[],['0173-0822'],['54868-6333-0'],[],[],[],[],['54868-6333'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['996179', '996183']",996180,306674,A9C924A5-BEE1-42B4-B2E1-1C1E3A735D16,1F71920C-0E54-46E8-82C8-3EA5D212D469,['VARDENAFIL HYDROCHLORIDE'],['5M8S2CU0TS'],[]
6182,NDA202276,STENDRA,AVANAFIL,[True],"MIST PHARMACEUTICALS, LLC","['N0000175599', 'N0000020026']",[],"['76299-320-88', '76299-322-73', '76299-322-85', '76299-322-96', '76299-320-85', '76299-321-88', '76299-321-85', '76299-322-88']",[],['Phosphodiesterase 5 Inhibitor [EPC]'],['Phosphodiesterase 5 Inhibitors [MoA]'],[],"['76299-322', '76299-320', '76299-321']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['1291371', '1291367', '1291365', '1291369', '1291312', '1291306']",1291307,1291301,353A4C75-122E-49F0-AF29-178031FF28D7,A8726F90-9329-46CA-9379-2B50C78FE0E2,['AVANAFIL'],['DR5S136IVO'],[]
4795,NDA020355,STIMATE,DESMOPRESSIN ACETATE,[True],CSL BEHRING LLC,[],[],['0053-6871-00'],[],[],[],[],['0053-6871'],HUMAN PRESCRIPTION DRUG,['NASAL'],"['1797859', '1797861']",405336,42634,38DA5E81-8822-4BA6-BE7B-C38573FB18EA,30D4C387-B99C-49F8-A8BD-DE23FDAFB739,['DESMOPRESSIN ACETATE'],['XB13HYU18U'],[]
6558,NDA206756,STIOLTO RESPIMAT,TIOTROPIUM BROMIDE AND OLODATEROL,[True],BOEHRINGER INGELHEIM PHARMACEUTICALS INC.,[],[],"['0597-0155-61', '0597-0155-28']",[],[],[],[],['0597-0155'],HUMAN PRESCRIPTION DRUG,['RESPIRATORY (INHALATION)'],"['1651266', '1651271', '1651275', '1651274']",1651267,1658460,A7181C67-0E79-017A-EAF1-960E233EDFAC,01E15AEE-40E0-23F3-537F-C96DD63E2CB1,"['OLODATEROL HYDROCHLORIDE', 'TIOTROPIUM BROMIDE MONOHYDRATE']","['65R445W3V9', 'L64SXO195N']",[]
6292,NDA203085,STIVARGA,REGORAFENIB,[True],BAYER HEALTHCARE PHARMACEUTICALS INC.,[],[],"['50419-171-04', '50419-171-03', '50419-171-00', '50419-171-01']",[],[],[],[],['50419-171'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['1312408', '1312402']",1312403,1312397,A4E10546-4306-44F4-B670-E203D495E794,824F19C9-0546-4A8A-8D8F-C4055C04F7C7,['REGORAFENIB MONOHYDRATE'],['MGN125FS9D'],[]
1646,NDA021543,STRIANT,TESTOSTERONE,[True],"COLUMBIA LABORATORIES, INC.","['N0000175824', 'N0000008241', 'N0000000146']",[],['55056-3060-1'],['Androstanes [Chemical/Ingredient]'],['Androgen [EPC]'],['Androgen Receptor Agonists [MoA]'],[],['55056-3060'],HUMAN PRESCRIPTION DRUG,['BUCCAL'],"['858108', '858106']",405337,10379,B6CD73A8-8ABB-4BE4-9174-7215C1096287,AC47EFBE-025B-4688-BCD3-A10A0B012B34,['TESTOSTERONE'],['3XMK78S47O'],[]
1775,NDA203100,STRIBILD,"ELVITEGRAVIR, COBICISTAT, EMTRICITABINE, AND TENOFOVIR DISOPROXIL FUMARATE",[],STATE OF FLORIDA DOH CENTRAL PHARMACY,"['N0000000127', 'N0000182137', 'N0000009947', 'N0000175462', 'N0000190113', 'N0000190114', 'N0000191001', 'N0000175459', 'N0000190108', 'N0000175887', 'N0000185507', 'N0000190107', 'N0000185503']",['61958-1201'],['53808-0887-1'],['Nucleoside Analog [Chemical/Ingredient]'],"['Cytochrome P450 3A Inhibitor [EPC]', 'Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC]', 'Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC]']","['Breast Cancer Resistance Protein Inhibitors [MoA]', 'Cytochrome P450 2C9 Inducers [MoA]', 'Nucleoside Reverse Transcriptase Inhibitors [MoA]', 'Organic Anion Transporting Polypeptide 1B3 Inhibitors [MoA]', 'Cytochrome P450 2D6 Inhibitors [MoA]', 'HIV Integrase Inhibitors [MoA]', 'Cytochrome P450 3A Inhibitors [MoA]', 'P-Glycoprotein Inhibitors [MoA]', 'Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA]']",[],['53808-0887'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['1306298', '1306292']",1306293,1306291,AC228ABB-EA52-4688-A175-8AD02B651FA0,144067B2-0532-476A-996E-E4A0A9D09B05,"['COBICISTAT', 'TENOFOVIR DISOPROXIL FUMARATE', 'ELVITEGRAVIR', 'EMTRICITABINE']","['4GDQ854U53', 'LW2E03M5PG', 'G70B4ETF4S', 'OTT9J7900I']",[]
2749,NDA203108,STRIVERDI RESPIMAT,OLODATEROL RESPIMAT INHALATION SPRAY,[True],"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",[],[],"['0597-0192-61', '0597-0192-28']",[],[],[],[],['0597-0192'],HUMAN PRESCRIPTION DRUG,['RESPIRATORY (INHALATION)'],"['1546083', '1546077', '1546082', '1546079']",1546064,1546059,8F0D33CF-7CB8-0605-7F82-CE46E453D103,5D9A5433-857E-44EA-B3D6-2A400CA0CEF5,['OLODATEROL HYDROCHLORIDE'],['65R445W3V9'],[]
78,NDA050742,STROMECTOL,IVERMECTIN,[],"DEPARTMENT OF STATE HEALTH SERVICES, PHARMACY BRANCH","['N0000181811', 'N0000175484']",['0006-0032'],['55695-019-00'],[],"['Antiparasitic [EPC]', 'Pediculicide [EPC]']",[],[],['55695-019'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['311207', '261314']",220057,6069,2DCAFBAB-38A8-2716-E054-00144FF8D46C,5D140F06-E46B-4CDD-97E4-37B6CF4ADE13,['IVERMECTIN'],['8883YP2R6D'],[]
546,NDA022410,SUBOXONE,"BUPRENORPHINE HYDROCHLORIDE, NALOXONE HYDROCHLORIDE",[],LAKE ERIE MEDICAL DBA QUALITY CARE PRODUCTS LLC,[],['12496-1208'],['55700-147-30'],[],[],[],[],['55700-147'],HUMAN PRESCRIPTION DRUG,['SUBLINGUAL'],"['1010604', '1010606']",352990,352364,2904A2AD-4DC9-44C8-934E-39D97F23A116,B96582D7-6CB3-40B6-BF06-48EBD101014B,"['NALOXONE HYDROCHLORIDE', 'BUPRENORPHINE HYDROCHLORIDE']","['56W8MW3EN1', 'F850569PQR']",[]
6204,NDA202788,SUBSYS,FENTANYL,[True],"INSYS THERAPEUTICS, INC.","['N0000175690', 'N0000175684']",[],"['20482-006-30', '20482-012-15', '20482-001-30', '20482-002-30', '20482-001-10', '20482-002-10', '20482-004-30', '20482-008-10', '20482-008-30', '20482-004-10', '20482-006-10', '20482-016-15']",[],['Opioid Agonist [EPC]'],['Full Opioid Agonists [MoA]'],[],"['20482-008', '20482-012', '20482-002', '20482-001', '20482-006', '20482-004', '20482-016']",HUMAN PRESCRIPTION DRUG,['SUBLINGUAL'],"['1237060', '1740010', '1237059', '1740007', '1237068', '1237057', '1740009', '1740008', '1237064', '1237050', '1237066', '1237055', '1237062', '1237070']",1237051,4337,3477C8AE-1178-4C63-8772-355C7D47F930,18A413E9-11E0-4A8F-86C0-D33B37B7B771,['FENTANYL'],['UF599785JZ'],[]
3085,NDA020772,SUCRAID,SACROSIDASE,[True],"QOL MEDICAL, LLC",['N0000175819'],[],"['67871-111-04', '67871-111-01']",[],['Sucrose-specific Enzyme [EPC]'],[],[],['67871-111'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['213337', '312872']",220065,214817,8CD00770-2706-42E9-9E77-7F198D8B5748,D613BB7F-C3F4-462E-81A2-DA2347CC4B6B,['SACROSIDASE'],['8A7F670F2Y'],[]
1207,NDA020356,SULAR,NISOLDIPINE,[],"PHYSICIANS TOTAL CARE, INC.","['N0000175421', 'N0000007556', 'N0000000069', 'N0000178477']",['59630-502'],"['54868-5993-1', '54868-5993-0']",['Dihydropyridines [Chemical/Ingredient]'],['Dihydropyridine Calcium Channel Blocker [EPC]'],['Calcium Channel Antagonists [MoA]'],['Decreased Blood Pressure [PE]'],['54868-5993'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['763574', '763576']",220081,7435,A92DC909-ACB6-476C-8D3C-3730B809E34E,E3780BA1-46EF-410C-B2FC-F1FFBFB598F3,['NISOLDIPINE'],['4I8HAB65SZ'],[]
956,ANDA040066,SULFACETAMIDE SODIUM,SULFACCETAMIDE SODIUM,[],MAJOR PHARMACEUTICALS,[],['00904-2728'],['0904-2728-35'],[],[],[],[],['0904-2728'],HUMAN PRESCRIPTION DRUG,['OPHTHALMIC'],['1006120'],215702,82101,296BC895-21C6-4D94-8E8B-6D1BE836D713,296BC895-21C6-4D94-8E8B-6D1BE836D713,['SULFACETAMIDE SODIUM'],['4NRT660KJQ'],[]
2958,ANDA076899,SULFAMETHOXAZOLE AND TRIMETHOPRIM DOUBLE STRENGTH,SULFAMETHOXAZOLE AND TRIMETHOPRIM,[True],"NEW HORIZON RX GROUP, LLC","['N0000175489', 'N0000187061', 'N0000000191', 'N0000187062', 'N0000175504', 'N0000008048', 'N0000185504']",[],['58517-140-20'],['Sulfonamides [Chemical/Ingredient]'],"['Dihydrofolate Reductase Inhibitor Antibacterial [EPC]', 'Sulfonamide Antimicrobial [EPC]']","['Dihydrofolate Reductase Inhibitors [MoA]', 'Cytochrome P450 2C8 Inhibitors [MoA]', 'Organic Cation Transporter 2 Inhibitors [MoA]', 'Cytochrome P450 2C9 Inhibitors [MoA]']",[],['58517-140'],HUMAN PRESCRIPTION DRUG,['ORAL'],['198335'],151399,10831,C3E59EE7-B196-4088-8662-2F047C6E1216,804F8363-8EA1-4A57-BBD1-7FD9B6B4D29B,"['TRIMETHOPRIM', 'SULFAMETHOXAZOLE']","['JE42381TNV', 'AN164J8Y0X']",['0358517140208']
2822,NDA019832,SULFAMYLON,MAFENIDE ACETATE,[True],MYLAN INSTITUTIONAL INC.,[],[],"['51079-624-84', '51079-624-85']",[],[],[],[],['51079-624'],HUMAN PRESCRIPTION DRUG,['TOPICAL'],"['251575', '285024']",258054,6572,27F53ADE-2A34-443D-850F-41B6DB649C0A,570CE479-D902-4394-BBAE-41DFE16C5485,['MAFENIDE ACETATE'],['RQ6LP6Z0WY'],[]
5165,NDA018615,SULFATRIM,SULFAMETHOXAZOLE AND TRIMETHOPRIM,[True],STI PHARMA LLC,"['N0000175489', 'N0000187061', 'N0000000191', 'N0000187062', 'N0000175504', 'N0000008048', 'N0000185504']",[],['54879-007-16'],['Sulfonamides [Chemical/Ingredient]'],"['Dihydrofolate Reductase Inhibitor Antibacterial [EPC]', 'Sulfonamide Antimicrobial [EPC]']","['Dihydrofolate Reductase Inhibitors [MoA]', 'Cytochrome P450 2C8 Inhibitors [MoA]', 'Organic Cation Transporter 2 Inhibitors [MoA]', 'Cytochrome P450 2C9 Inhibitors [MoA]']",[],['54879-007'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['208406', '313134']",220091,10831,95AE9B0F-F4F9-499A-8E80-B05566D9048E,3EF596C8-689E-4349-A5DC-11645F8332EF,"['TRIMETHOPRIM', 'SULFAMETHOXAZOLE']","['JE42381TNV', 'AN164J8Y0X']",[]
5750,NDA022239,SUMAVEL DOSEPRO,SUMATRIPTAN,[True],"ZOGENIX, INC.",[],[],"['43376-106-54', '43376-106-51', '43376-104-51', '43376-104-54', '43376-104-06', '43376-104-01', '43376-106-06', '43376-106-01']",[],[],[],[],"['43376-106', '43376-104']",HUMAN PRESCRIPTION DRUG,['SUBCUTANEOUS'],"['1657167', '856789', '1657178', '1484927']",1484923,37418,5C36C308-B26D-492D-B923-80F600727C8C,6A4C0C2F-497D-4C5C-84C4-9AB42780CBDE,['SUMATRIPTAN SUCCINATE'],['J8BDZ68989'],[]
5667,NDA022058,SUPPRELIN LA,HISTRELIN ACETATE,[True],ENDO PHARMACEUTICALS SOLUTIONS INC.,[],[],['67979-002-01'],[],[],[],[],['67979-002'],HUMAN PRESCRIPTION DRUG,['SUBCUTANEOUS'],"['1294641', '1740437']",220125,1294622,A36494B9-21F8-4906-B651-954ABABC7055,D8FB000E-3CC9-4803-B71D-2CC597661977,['HISTRELIN ACETATE'],['QMG7HLD1ZE'],['0367979002016']
5636,NDA020118,SUPRANE,DESFLURANE,[True],BAXTER HEALTHCARE CORPORATION,"['N0000175681', 'N0000175975']",[],"['10019-644-64', '10019-644-34', '10019-644-60', '10019-644-24']",[],['General Anesthetic [EPC]'],[],['General Anesthesia [PE]'],['10019-644'],HUMAN PRESCRIPTION DRUG,['RESPIRATORY (INHALATION)'],"['562366', '208919']",152394,27340,C897E830-83B1-4920-A19F-98349ACF0B91,EFBB228B-7B38-4176-8BAE-826103178C35,['DESFLURANE'],['CRS35BZ94Q'],[]
2118,NDA203195,SUPRAX,CEFIXIME,[],REMEDYREPACK INC.,[],['27437-208'],['61786-362-01'],[],[],[],[],['61786-362'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['409823', '1372999']",196499,25033,518E56D9-0DAB-360D-E054-00144FF88E88,B5FC860E-07B2-4BBE-8289-F75B0D1FC020,['CEFIXIME'],['97I1C92E55'],[]
2730,NDA202088,SUPRENZA,PHENTERMINE HYDROCHLORIDE,[True],"AKRIMAX PHARMACEUTICALS, LLC",[],[],"['24090-720-85', '24090-721-88', '24090-720-88', '24090-721-77', '24090-721-85', '24090-722-77', '24090-720-77', '24090-722-88', '24090-722-85']",[],[],[],[],"['24090-722', '24090-720', '24090-721']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['1249083', '1249085', '1112982', '1112987', '1112986', '1112989']",1112983,82078,E2AD38F5-3F7D-4578-845C-08B5C88230B6,B961E6CC-4956-405F-9E53-B55604BE23F6,['PHENTERMINE HYDROCHLORIDE'],['0K2I505OTV'],[]
2414,NDA016792,SURMONTIL,TRIMIPRAMINE MALEATE,[True],"TEVA WOMEN'S HEALTH, INC.",[],[],"['51285-538-02', '51285-554-02', '51285-539-02']",[],[],[],[],"['51285-554', '51285-539', '51285-538']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['313496', '106834', '313498', '313499', '208646', '208645']",225029,10834,2CD02DB6-835A-4795-852E-AA6E6D263124,0177D783-773C-41BF-9DB9-EB7E5C64474A,['TRIMIPRAMINE MALEATE'],['269K6498LD'],[]
3007,NDA020032,SURVANTA,BERACTANT,[True],ABBVIE INC.,"['N0000008294', 'N0000175778', 'N0000000079']",[],"['0074-1040-04', '0074-1040-08']",[],['Surfactant [EPC]'],['Surfactant Activity [MoA]'],['Alveolar Surface Tension Reduction [PE]'],['0074-1040'],HUMAN PRESCRIPTION DRUG,['ENDOTRACHEAL'],"['861715', '259034']",202963,46967,76876F21-08B6-9DFE-8DDA-901496585239,7EF9E3A5-FC39-4AE1-0DAD-6B47A1684635,['BERACTANT'],['S866O45PIG'],[]
3710,NDA021360,SUSTIVA,EFAVIRENZ,[],REMEDYREPACK INC.,"['N0000187064', 'N0000175460', 'N0000182140', 'N0000175463', 'N0000190118', 'N0000185504', 'N0000182141', 'N0000009948']",['0056-0510'],['70518-0482-0'],['Non-Nucleoside Analog [Chemical/Ingredient]'],['Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor [EPC]'],"['Cytochrome P450 2B6 Inducers [MoA]', 'Non-Nucleoside Reverse Transcriptase Inhibitors [MoA]', 'Cytochrome P450 3A4 Inhibitors [MoA]', 'Cytochrome P450 2C19 Inhibitors [MoA]', 'Cytochrome P450 3A Inducers [MoA]', 'Cytochrome P450 2C9 Inhibitors [MoA]']",[],['70518-0482'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['352143', '349477']",195084,195085,5E8765E6-C9AC-D552-E053-2991AA0AE9FA,C58DB6E8-0451-4908-8A1B-709F7306EB77,['EFAVIRENZ'],['JE6H2O27P8'],[]
3423,NDA022445,SUSTOL,GRANISETRON,[True],HERON THERAPEUTICS,"['N0000175818', 'N0000175817']",[],"['47426-101-06', '47426-101-01']",[],['Serotonin-3 Receptor Antagonist [EPC]'],['Serotonin 3 Receptor Antagonists [MoA]'],[],['47426-101'],HUMAN PRESCRIPTION DRUG,['SUBCUTANEOUS'],"['1810489', '1810484']",1810485,26237,2929ED11-A4E5-4ABA-8F54-4E8EF4119742,F7C7FFDD-8270-4030-BC1E-A1CB28A6DE56,['GRANISETRON'],['WZG3J2MCOL'],[]
5257,NDA021938,SUTENT,SUNITINIB MALATE,[True],PFIZER LABORATORIES DIV PFIZER INC,[],[],"['0069-0830-38', '0069-0550-38', '0069-0980-38', '0069-0770-38']",[],[],[],[],"['0069-0770', '0069-0830', '0069-0550', '0069-0980']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['616279', '1541890', '616289', '616292', '1541928', '616283', '616285', '616287']",616274,357977,FC8FC988-6D68-4F7B-B274-DD332905AD3D,43A4D7F8-48AE-4A63-9108-2FA8E3EA9D9C,['SUNITINIB MALATE'],['LVX8N1UT73'],['0300690830384']
4882,NDA021520,SYMBYAX,OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,[True],ELI LILLY AND COMPANY,['N0000175430'],[],"['0002-3230-30', '0002-3231-30', '0002-3232-30', '0002-3233-30', '0002-3234-30']",[],['Atypical Antipsychotic [EPC]'],[],[],"['0002-3234', '0002-3230', '0002-3231', '0002-3232', '0002-3233']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['725080', '725064', '725072', '725076', '403969', '721787', '725068', '403972', '403971', '403970']",405343,611247,7DE92FB4-D903-4B94-A776-F9B083FD363C,6B28C424-0B7E-4B75-B090-F116B113554E,"['OLANZAPINE', 'FLUOXETINE HYDROCHLORIDE']","['I9W7N6B1KJ', 'N7U69T4SZR']",['0300023234308']
2444,NDA207534,SYMJEPI,EPINEPHRINE,[True],ADAMIS PHARMACEUTICALS CORPORATION,"['N0000175555', 'N0000175552', 'N0000000245', 'N0000000209', 'N0000007715', 'N0000175570']",[],"['38739-200-02', '38739-200-01', '38739-200-06', '38739-200-12']",['Catecholamines [Chemical/Ingredient]'],"['alpha-Adrenergic Agonist [EPC]', 'Catecholamine [EPC]', 'beta-Adrenergic Agonist [EPC]']","['Adrenergic beta-Agonists [MoA]', 'Adrenergic alpha-Agonists [MoA]']",[],['38739-200'],HUMAN PRESCRIPTION DRUG,"['INTRAMUSCULAR', 'SUBCUTANEOUS']","['1989117', '1989112']",1989113,3992,6D30F862-0443-4CB7-BE13-57EF9E26ED08,4B414A33-7371-4801-AE16-59DB8C7B1AAB,['EPINEPHRINE'],['YKH834O4BH'],[]
2625,NDA021332,SYMLINPEN,PRAMLINTIDE ACETATE,[True],ASTRAZENECA PHARMACEUTICALS LP,[],[],"['0310-6627-02', '0310-6615-02']",[],[],[],[],"['0310-6627', '0310-6615']",HUMAN PRESCRIPTION DRUG,['SUBCUTANEOUS'],"['861043', '861042', '861045', '861044']",356774,356773,311DC8BF-5581-4AC4-9EDD-7D4A16597DD4,4AEA30FF-EB0D-45C1-B114-3127966328FF,['PRAMLINTIDE ACETATE'],['726I6TE06G'],[]
5004,NDA208854,SYMPROIC,NALDEMEDINE,[True],PURDUE PHARMA LP,[],[],"['59011-523-90', '59011-523-07']",[],[],[],[],['59011-523'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['1876609', '1876603']",1876604,1876597,0B82784A-F477-4107-9E4A-A1490A603262,6354A7D9-680D-6F6B-97AA-1D3179680E67,['NALDEMEDINE TOSYLATE'],['V1N8F1RVVO'],[]
3203,NDA012787,SYNALAR,FLUOCINOLONE ACETONIDE,[True],"MEDIMETRIKS PHARMACEUTICALS, INC.","['N0000175576', 'N0000175450']",[],"['43538-900-12', '43538-900-99', '43538-901-12']",[],['Corticosteroid [EPC]'],['Corticosteroid Hormone Receptor Agonists [MoA]'],[],"['43538-900', '43538-901']",HUMAN PRESCRIPTION DRUG,['TOPICAL'],"['1191319', '1191315']",224949,4461,8CD68981-1B12-44B9-9E6B-D2E5A1F29CB6,5AF2E4C1-082B-48A0-AAE7-72D4A68CBB2D,['FLUOCINOLONE ACETONIDE'],['0CD5FD6S2M'],[]
4342,NDA011483,SYNALGOS,"ASPIRIN, CAFFEINE, AND DIHYDROCODEINE BITARTRATE CAPSULES",[True],CARACO PHARMA INC.,"['N0000008832', 'N0000008836', 'N0000175721', 'N0000000160', 'N0000175739', 'N0000175729', 'N0000008118', 'N0000175578', 'N0000175790', 'N0000175722']",[],['49708-419-88'],"['Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient]', 'Xanthines [Chemical/Ingredient]']","['Nonsteroidal Anti-inflammatory Drug [EPC]', 'Platelet Aggregation Inhibitor [EPC]', 'Methylxanthine [EPC]', 'Central Nervous System Stimulant [EPC]']",['Cyclooxygenase Inhibitors [MoA]'],"['Decreased Prostaglandin Production [PE]', 'Central Nervous System Stimulation [PE]', 'Decreased Platelet Aggregation [PE]']",['49708-419'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['1234976', '1234872']",220143,689512,7F5A021D-7474-4639-92D8-BBB761737C87,3E863CE5-936C-4145-B14B-76670E21BDAD,"['DIHYDROCODEINE BITARTRATE', 'CAFFEINE', 'ASPIRIN']","['8LXS95BSA9', 'R16CO5Y76E', '3G6A5W338E']",['0349708419883']
3971,NDA205525,SYNDROS,DRONABINOL,[True],"INSYS THERAPEUTICS, INC.","['N0000008010', 'N0000175782']",[],['20482-335-30'],['Cannabinoids [Chemical/Ingredient]'],['Cannabinoid [EPC]'],[],[],['20482-335'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['1928954', '1928948']",1928949,10402,40AB1C64-B842-4A71-BAF4-EAB1B5E365EB,C2BC83C1-F9FE-11E2-B778-0800200C9A66,['DRONABINOL'],['7J8897W37S'],['0320482335309']
4211,NDA021623,SYNERA,LIDOCAINE AND TETRACAINE,[True],GALEN US INCORPORATED,"['N0000175976', 'N0000175682', 'N0000175683', 'N0000175426', 'N0000166743', 'N0000007681']",[],"['10885-002-01', '10885-002-10']","['Esters [Chemical/Ingredient]', 'Amides [Chemical/Ingredient]']","['Amide Local Anesthetic [EPC]', 'Antiarrhythmic [EPC]', 'Ester Local Anesthetic [EPC]']",[],['Local Anesthesia [PE]'],['10885-002'],HUMAN PRESCRIPTION DRUG,['CUTANEOUS'],"['644287', '644290']",605343,608568,34CBFCBB-47F1-3B60-E054-00144FF88E88,5F86A348-2274-4945-8694-4C1F0050BF02,"['TETRACAINE', 'LIDOCAINE']","['98PI200987', '0619F35CGV']",[]
5198,NDA050748,SYNERCID,QUINUPRISTIN AND DALFOPRISTIN,[True],PFIZER LABORATORIES DIV PFIZER INC,"['N0000011418', 'N0000175502']",[],"['61570-260-10', '61570-260-01']",['Streptogramins [Chemical/Ingredient]'],['Streptogramin Antibacterial [EPC]'],[],[],['61570-260'],HUMAN PRESCRIPTION DRUG,['INTRAVENOUS'],"['261306', '259290']",135097,135098,A6D6774C-4D1C-4016-B69E-7DCF54518519,28F698DF-B584-4455-2E94-6EFC41313960,"['QUINUPRISTIN', 'DALFOPRISTIN']","['R9M4FJE48E', '23OW28RS7P']",[]
